title,authors,abstract,published_date,pdf_link
Rethinking Parameter Sharing for LLM Fine-Tuning with Multiple LoRAs,"Hao Ban, Kaiyi Ji","Large language models are often adapted using parameter-efficient techniques such as Low-Rank Adaptation (LoRA), formulated as $y = W_0x + BAx$, where $W_0$ is the pre-trained parameters and $x$ is the input to the adapted layer. While multi-adapter extensions often employ multiple LoRAs, prior studies suggest that the inner $A$ matrices are highly similar during training and thus suitable for sharing. We revisit this phenomenon and find that this similarity is largely attributable to the identical initialization rather than shared knowledge, with $B$ playing a more critical role in knowledge encoding and transfer. Motivated by these insights, we propose \textbf{ALoRA}, an asymmetric multi-LoRA design with multiple $A$ matrices and a single shared $B$ in multi-task fine-tuning, and \textbf{Fed-ALoRA}, which shares $B$ across clients in federated fine-tuning under both homogeneous and heterogeneous settings, through a novel matrix decomposition strategy to accommodate heterogeneous ranks across clients. Experiments on commonsense reasoning, math reasoning, multi-task NLP dataset, and federated NLP dataset demonstrate that our methods achieve more balanced performance across tasks with comparable or superior average accuracy relative to existing multi-LoRA approaches. Codes are available at https://github.com/OptMN-Lab/ALoRA.",2025-09-29,http://arxiv.org/pdf/2509.25414v1
Experimental demonstration of boson sampling as a hardware accelerator for monte carlo integration,"Malaquias Correa Anguita, Teun Roelink, Sara Marzban, Wim Briels, Claudia Filippi, Jelmer Renema","We present an experimental demonstration of boson sampling as a hardware accelerator for Monte Carlo integration. Our approach leverages importance sampling to factorize an integrand into a distribution that can be sampled using quantum hardware and a function that can be evaluated classically, enabling hybrid quantum-classical computation. We argue that for certain classes of integrals, this method offers a quantum advantage by efficiently sampling from probability distributions that are hard to simulate classically. We also identify structural criteria that must be satisfied to preserve computational hardness, notably the sensitivity of the classical post-processing function to high-order quantum correlations. To validate our protocol, we implement a proof-of-principle experiment on a programmable photonic platform to compute the first-order energy correction of a three-boson system in a harmonic trap under an Efimov-inspired three-body perturbation. The experimental results are consistent with theoretical predictions and numerical simulations, with deviations explained by photon distinguishability, discretization, and unitary imperfections. Additionally, we provide an error budget quantifying the impact of these same sources of noise. Our work establishes a concrete use case for near-term photonic quantum devices and highlights a viable path toward practical quantum advantage in scientific computing.",2025-09-29,http://arxiv.org/pdf/2509.25404v1
smallNet: Implementation of a convolutional layer in tiny FPGAs,"Fernanda Zapata Bascuñán, Alan Ezequiel Fuster","Since current neural network development systems in Xilinx and VLSI require codevelopment with Python libraries, the first stage of a convolutional network has been implemented by developing a convolutional layer entirely in Verilog. This handcoded design, free of IP cores and based on a filter polynomial like structure, enables straightforward deployment not only on low cost FPGAs but also on SoMs, SoCs, and ASICs. We analyze the limitations of numerical representations and compare our implemented architecture, smallNet, with its computer based counterpart, demonstrating a 5.1x speedup, over 81% classification accuracy, and a total power consumption of just 1.5 W. The algorithm is validated on a single-core Cora Z7, demonstrating its feasibility for real time, resource-constrained embedded applications.",2025-09-29,http://arxiv.org/pdf/2509.25391v1
Deep Survival Analysis for Competing Risk Modeling with Functional Covariates and Missing Data Imputation,"Penglei Gao, Yan Zou, Abhijit Duggal, Shuaiqi Huang, Faming Liang, Xiaofeng Wang","We introduce the Functional Competing Risk Net (FCRN), a unified deep-learning framework for discrete-time survival analysis under competing risks, which seamlessly integrates functional covariates and handles missing data within an end-to-end model. By combining a micro-network Basis Layer for functional data representation with a gradient-based imputation module, FCRN simultaneously learns to impute missing values and predict event-specific hazards. Evaluated on multiple simulated datasets and a real-world ICU case study using the MIMIC-IV and Cleveland Clinic datasets, FCRN demonstrates substantial improvements in prediction accuracy over random survival forests and traditional competing risks models. This approach advances prognostic modeling in critical care by more effectively capturing dynamic risk factors and static predictors while accommodating irregular and incomplete data.",2025-09-29,http://arxiv.org/pdf/2509.25381v1
From Perception to Cognition: A Survey of Vision-Language Interactive Reasoning in Multimodal Large Language Models,"Chenyue Zhou, Mingxuan Wang, Yanbiao Ma, Chenxu Wu, Wanyi Chen, Zhe Qian, Xinyu Liu, Yiwei Zhang, Junhao Wang, Hengbo Xu, Fei Luo, Xiaohua Chen, Xiaoshuai Hao, Hehan Li, Andi Zhang, Wenxuan Wang, Lingling Li, Zhiwu Lu, Yang Lu, Yike Guo","Multimodal Large Language Models (MLLMs) strive to achieve a profound, human-like understanding of and interaction with the physical world, but often exhibit a shallow and incoherent integration when acquiring information (Perception) and conducting reasoning (Cognition). This disconnect leads to a spectrum of reasoning failures, with hallucination being the most prominent. Collectively, these issues expose a fundamental challenge: the ability to process pixels does not yet confer the ability to construct a coherent, credible internal world model. To systematically dissect and address this challenge, this survey introduces a novel and unified analytical framework: ``From Perception to Cognition."" We deconstruct the complex process of vision-language interactive understanding into two interdependent layers: Perception, the foundational ability to accurately extract visual information and achieve fine-grained alignment with textual instructions; and Cognition, the higher-order capability for proactive, multi-step, goal-oriented reasoning built upon this perceptual foundation, the core of which is the formation of a dynamic observe-think-verify reasoning loop. Guided by this framework, this paper systematically analyzes the key bottlenecks of current MLLMs at both layers. It surveys the landscape of cutting-edge methods designed to address these challenges, spanning from techniques that enhance low-level visual representations to those that improve high-level reasoning paradigms. Furthermore, we review critical benchmarks and delineate future research directions. This survey aims to provide the research community with a clear, structured perspective for understanding the intrinsic limitations of current MLLMs and to illuminate the path toward building next-generation models capable of deep reasoning and a genuine understanding of the world.",2025-09-29,http://arxiv.org/pdf/2509.25373v1
From Internal Representations to Text Quality: A Geometric Approach to LLM Evaluation,"Viacheslav Yusupov, Danil Maksimov, Ameliia Alaeva, Anna Vasileva, Anna Antipina, Tatyana Zaitseva, Alina Ermilova, Evgeny Burnaev, Egor Shvetsov","This paper bridges internal and external analysis approaches to large language models (LLMs) by demonstrating that geometric properties of internal model representations serve as reliable proxies for evaluating generated text quality. We validate a set of metrics including Maximum Explainable Variance, Effective Rank, Intrinsic Dimensionality, MAUVE score, and Schatten Norms measured across different layers of LLMs, demonstrating that Intrinsic Dimensionality and Effective Rank can serve as universal assessments of text naturalness and quality. Our key finding reveals that different models consistently rank text from various sources in the same order based on these geometric properties, indicating that these metrics reflect inherent text characteristics rather than model-specific artifacts. This allows a reference-free text quality evaluation that does not require human-annotated datasets, offering practical advantages for automated evaluation pipelines.",2025-09-29,http://arxiv.org/pdf/2509.25359v1
Editing Physiological Signals in Videos Using Latent Representations,"Tianwen Zhou, Akshay Paruchuri, Josef Spjut, Kaan Akşit","Camera-based physiological signal estimation provides a non-contact and convenient means to monitor Heart Rate (HR). However, the presence of vital signals in facial videos raises significant privacy concerns, as they can reveal sensitive personal information related to the health and emotional states of an individual. To address this, we propose a learned framework that edits physiological signals in videos while preserving visual fidelity. First, we encode an input video into a latent space via a pretrained 3D Variational Autoencoder (3D VAE), while a target HR prompt is embedded through a frozen text encoder. We fuse them using a set of trainable spatio-temporal layers with Adaptive Layer Normalizations (AdaLN) to capture the strong temporal coherence of remote Photoplethysmography (rPPG) signals. We apply Feature-wise Linear Modulation (FiLM) in the decoder with a fine-tuned output layer to avoid the degradation of physiological signals during reconstruction, enabling accurate physiological modulation in the reconstructed video. Empirical results show that our method preserves visual quality with an average PSNR of 38.96 dB and SSIM of 0.98 on selected datasets, while achieving an average HR modulation error of 10.00 bpm MAE and 10.09% MAPE using a state-of-the-art rPPG estimator. Our design's controllable HR editing is useful for applications such as anonymizing biometric signals in real videos or synthesizing realistic videos with desired vital signs.",2025-09-29,http://arxiv.org/pdf/2509.25348v1
Direct Collapse Black Hole Candidates from Decaying Dark Matter,"Yash Aggarwal, James B. Dent, Philip Tanedo, Tao Xu","Injecting 1-13.6 eV photons into the early universe can suppress the molecular hydrogen abundance and alter the star formation history dramatically enough to produce direct collapse black holes. These, in turn, could explain the recently observed population of puzzling high-redshift supermassive black holes that appear to require super-Eddington accretion. We show that axion dark matter decay in the intergalactic medium can account for this energy injection. We use a single zone model of the gas core and semi-analytically evolve its chemo-thermal properties to track the conditions for which the system becomes an atomic cooling halo-a necessary precursor for the production of heavy black hole seeds to explain the high-redshift black hole population. Windows of axions masses between 24.5-26.5 eV with photon couplings as low as $4\times 10^{-12}$/GeV may realize this atomic cooling halo condition. We highlight the significance of the band structure of molecular hydrogen on the effectiveness of this process and discuss estimates of the heavy seed population and prospects for testing this model.",2025-09-29,http://arxiv.org/pdf/2509.25325v1
Incentive-Aligned Multi-Source LLM Summaries,"Yanchen Jiang, Zhe Feng, Aranyak Mehta","Large language models (LLMs) are increasingly used in modern search and answer systems to synthesize multiple, sometimes conflicting, texts into a single response, yet current pipelines offer weak incentives for sources to be accurate and are vulnerable to adversarial content. We introduce Truthful Text Summarization (TTS), an incentive-aligned framework that improves factual robustness without ground-truth labels. TTS (i) decomposes a draft synthesis into atomic claims, (ii) elicits each source's stance on every claim, (iii) scores sources with an adapted multi-task peer-prediction mechanism that rewards informative agreement, and (iv) filters unreliable sources before re-summarizing. We establish formal guarantees that align a source's incentives with informative honesty, making truthful reporting the utility-maximizing strategy. Experiments show that TTS improves factual accuracy and robustness while preserving fluency, aligning exposure with informative corroboration and disincentivizing manipulation.",2025-09-29,http://arxiv.org/pdf/2509.25184v1
A bound-preserving multinumerics scheme for steady-state convection-diffusion equations,Maurice S. Fabien,"We solve the convection-diffusion equation using a coupling of cell-centered finite volume (FV) and discontinuous Galerkin (DG) methods. The domain is divided into disjoint regions assigned to FV or DG, and the two methods are coupled through an interface term. DG is stable and resolves sharp layers in convection-dominated regimes, but it can produce sizable spurious oscillations and is computationally expensive; FV (two-point flux) is low-order and monotone, but inexpensive. We propose a novel adaptive partitioning strategy that automatically selects FV and DG subdomains: whenever the solution's cell average violates the bounds, we switch to FV on a small neighborhood of that element. Viewed as a natural analog of $p$-adaptivity, this process is repeated until all cell averages are bound-preserving (up to some specified tolerance). Thereafter, standard conservative limiters may be applied to ensure the full solution is bound-preserving. Standard benchmarks confirm the effectiveness of the adaptive technique.",2025-09-29,http://arxiv.org/pdf/2509.25181v1
Mitigating Hallucination in Multimodal LLMs with Layer Contrastive Decoding,"Bingkui Tong, Jiaer Xia, Kaiyang Zhou","Multimodal Large Language Models (MLLMs) have shown impressive perception and reasoning capabilities, yet they often suffer from hallucinations -- generating outputs that are linguistically coherent but inconsistent with the context of the input image, including inaccuracies in objects, attributes, and relations. To address this challenge, we propose a simple approach called Layer Contrastive Decoding (LayerCD). Our design is motivated by the observation that shallow visual features are much more likely than deep visual features to cause an MLLM to hallucinate as they only capture biased, low-level information that is insufficient for high-level reasoning. Therefore, LayerCD aims to filter out hallucinations by contrasting the output distributions generated from visual features of different levels, specifically those from the shallow and deep layers of the vision encoder, respectively. We conduct extensive experiments on two hallucination benchmarks and show that LayerCD significantly outperforms current state-of-the-art. The code for LayerCD is available at https://github.com/maifoundations/LayerCD .",2025-09-29,http://arxiv.org/pdf/2509.25177v1
"Fast, accurate, and precise detector simulation with vision transformers","Luigi Favaro, Andrea Giammanco, Claudius Krause","The speed and fidelity of detector simulations in particle physics pose compelling questions about LHC analysis and future colliders. The sparse high-dimensional data, combined with the required precision, provide a challenging task for modern generative networks. We present a comparison between solutions with different trade-offs, including accurate Conditional Flow Matching and faster coupling-based Normalising Flows. Vision Transformers allows us to emulate the energy deposition from detailed Geant4 simulations. We evaluate the networks using high-level observables, neural network classifiers, and sampling timings, showing minimum deviations from Geant4 while achieving faster generation. We use the CaloChallenge benchmark datasets for reproducibility and further development.",2025-09-29,http://arxiv.org/pdf/2509.25169v1
LUMA: Low-Dimension Unified Motion Alignment with Dual-Path Anchoring for Text-to-Motion Diffusion Model,"Haozhe Jia, Wenshuo Chen, Yuqi Lin, Yang Yang, Lei Wang, Mang Ning, Bowen Tian, Songning Lai, Nanqian Jia, Yifan Chen, Yutao Yue","While current diffusion-based models, typically built on U-Net architectures, have shown promising results on the text-to-motion generation task, they still suffer from semantic misalignment and kinematic artifacts. Through analysis, we identify severe gradient attenuation in the deep layers of the network as a key bottleneck, leading to insufficient learning of high-level features. To address this issue, we propose \textbf{LUMA} (\textit{\textbf{L}ow-dimension \textbf{U}nified \textbf{M}otion \textbf{A}lignment}), a text-to-motion diffusion model that incorporates dual-path anchoring to enhance semantic alignment. The first path incorporates a lightweight MoCLIP model trained via contrastive learning without relying on external data, offering semantic supervision in the temporal domain. The second path introduces complementary alignment signals in the frequency domain, extracted from low-frequency DCT components known for their rich semantic content. These two anchors are adaptively fused through a temporal modulation mechanism, allowing the model to progressively transition from coarse alignment to fine-grained semantic refinement throughout the denoising process. Experimental results on HumanML3D and KIT-ML demonstrate that LUMA achieves state-of-the-art performance, with FID scores of 0.035 and 0.123, respectively. Furthermore, LUMA accelerates convergence by 1.4$\times$ compared to the baseline, making it an efficient and scalable solution for high-fidelity text-to-motion generation.",2025-09-29,http://arxiv.org/pdf/2509.25304v1
V\textit{z}$-$GAL: Probing Cold Molecular Gas in Dusty Star-forming Galaxies at $\bf \textit{z}=1-6$,"Prachi Prajapati, Dominik Riechers, Pierre Cox, Axel Weiss, Amélie Saintonge, Bethany Jones, Tom J. L. C. Bakx, Stefano Berta, Paul van der Werf, Roberto Neri, Kirsty M. Butler, Asantha Cooray, Diana Ismail, Andrew Baker, Edoardo Borsato, Andrew Harris, Rob Ivison, Matthew Lehnert, Lucia Marchetti, Hugo Messias, Alain Omont, Catherine Vlahakis, Chentao Yang","We present the first results of V\textit{z}-GAL, a high-redshift CO(\textit{J} = 1 $-$ 0) large survey with the Karl G. Jansky Very Large Array, targeting 92 \textit{Herschel}-selected, infrared-luminous, dusty star-forming galaxies (DSFGs). This flux density-limited sample includes 106 DSFGs in total, along with 14 galaxies from a recent pilot study -- altogether doubling the to-date available high-redshift \coonezero observations. These sources cover redshifts 1 to 6 with available mid/high-\textit{J} CO transitions from the Northern Extended Millimeter Array \zgal survey. We detect \coonezero emission in 90/92 targets above signal-to-noise ratio of 2, while two DSFGs remain undetected. \vzgal also covers additional \cotwoone emission lines in 10 of these sources. We find gas masses of the entire \vzgal sample to be $\rm (\alpha_{CO}/{4.0}) \mu {M}_{\rm H_2}$ = $(2-20) \times {10}^{11}~\mathrm{M_{\odot}}$, calibrated using \coonezero line luminosities. We confirm that these DSFGs -- with derived gas depletion timescales of $(50-600)$ Myr -- represent a heterogeneous population, potentially comprising both main-sequence galaxies and starbursts in the early Universe. Using \coonezero luminosities as an anchor, we robustly derive the CO brightness temperature ratios with a good statistical significance up to \textit{J} = 6. Our measurements reveal a broad range of gas excitation conditions across the \vzgal DSFGs. We also explore [CI](1$-$0)/CO(1$-$0) ratios in 23 \vzgal galaxies that have existing detections of atomic carbon ground-state emission, [CI](1$-$0), from the \zgal survey. Our results show similar [CI]/CO ratio values across cosmic time for starbursts and local star-forming galaxy populations, supporting the use of \cionezero as an alternative cold gas tracer.",2025-09-29,http://arxiv.org/pdf/2509.25167v1
High-efficiency Pt$_{75}$Au$_{25}$-based spintronic terahertz emitters,"Wenlu Shi, Gene D. Nelson, Han-Hsuan Wu, Yiwei Ju, Xiaoqing Pan, Wilson Ho, Ilya N. Krivorotov","Spintronic terahertz emitters (STEs) generate broadband THz radiation via ultrafast spin-charge conversion in magnetic multilayers, offering spectral coverage beyond that of photoconductive antennas and nonlinear optical crystals. Here, we demonstrate a new type of STE based on PtxAu100-x alloy that achieves significantly higher THz output power than widely used Pt-based devices. Alloy composition and layer thickness tuning yield Pt75Au25 as the optimal alloy providing a 30 % increase in THz power in CoFeB/Pt75Au25 bilayer STEs compared to the optimized CoFeB/Pt reference STE. In W/CoFeB/Pt$_{75}$Au$_{25}$ trilayer STEs, we observe a 10 % higher THz power than in the optimized W/CoFeB/Pt trilayer. The STE efficiency is reduced upon annealing for both Pt$_{75}$Au$_{25}$- and Pt-based STEs due to formation of interfacial alloys. Our results establish Pt$_{75}$Au$_{25}$ as a promising platform for high-performance STEs, where its giant spin Hall effect significantly enhances efficiency over conventional Pt-based devices.",2025-09-29,http://arxiv.org/pdf/2509.25303v1
High-Dimensional Analysis of Single-Layer Attention for Sparse-Token Classification,"Nicholas Barnfield, Hugo Cui, Yue M. Lu","When and how can an attention mechanism learn to selectively attend to informative tokens, thereby enabling detection of weak, rare, and sparsely located features? We address these questions theoretically in a sparse-token classification model in which positive samples embed a weak signal vector in a randomly chosen subset of tokens, whereas negative samples are pure noise. In the long-sequence limit, we show that a simple single-layer attention classifier can in principle achieve vanishing test error when the signal strength grows only logarithmically in the sequence length $L$, whereas linear classifiers require $\sqrt{L}$ scaling. Moving from representational power to learnability, we study training at finite $L$ in a high-dimensional regime, where sample size and embedding dimension grow proportionally. We prove that just two gradient updates suffice for the query weight vector of the attention classifier to acquire a nontrivial alignment with the hidden signal, inducing an attention map that selectively amplifies informative tokens. We further derive an exact asymptotic expression for the test error and training loss of the trained attention-based classifier, and quantify its capacity -- the largest dataset size that is typically perfectly separable -- thereby explaining the advantage of adaptive token selection over nonadaptive linear baselines.",2025-09-29,http://arxiv.org/pdf/2509.25153v1
Pretraining Large Language Models with NVFP4,"NVIDIA, Felix Abecassis, Anjulie Agrusa, Dong Ahn, Jonah Alben, Stefania Alborghetti, Michael Andersch, Sivakumar Arayandi, Alexis Bjorlin, Aaron Blakeman, Evan Briones, Ian Buck, Bryan Catanzaro, Jinhang Choi, Mike Chrzanowski, Eric Chung, Victor Cui, Steve Dai, Bita Darvish Rouhani, Carlo del Mundo, Deena Donia, Burc Eryilmaz, Henry Estela, Abhinav Goel, Oleg Goncharov, Yugi Guvvala, Robert Hesse, Russell Hewett, Herbert Hum, Ujval Kapasi, Brucek Khailany, Mikail Khona, Nick Knight, Alex Kondratenko, Ronny Krashinsky, Ben Lanir, Simon Layton, Michael Lightstone, Daniel Lo, Paulius Micikevicius, Asit Mishra, Tim Moon, Deepak Narayanan, Chao Ni, Abhijit Paithankar, Satish Pasumarthi, Ankit Patel, Mostofa Patwary, Ashwin Poojary, Gargi Prasad, Sweta Priyadarshi, Yigong Qin, Xiaowei Ren, Oleg Rybakov, Charbel Sakr, Sanjeev Satheesh, Stas Sergienko, Pasha Shamis, Kirthi Shankar, Nishant Sharma, Mohammad Shoeybi, Michael Siu, Misha Smelyanskiy, Darko Stosic, Dusan Stosic, Bor-Yiing Su, Frank Sun, Nima Tajbakhsh, Shelby Thomas, Przemek Tredak, Evgeny Tsykunov, Gandhi Vaithilingam, Aditya Vavre, Rangharajan Venkatesan, Roger Waleffe, Qiyu Wan, Hexin Wang, Mengdi Wang, Lizzie Wei, Hao Wu, Evan Wu, Keith Wyss, Ning Xu, Jinze Xue, Charlene Yang, Yujia Zhai, Ruoxi Zhang, Jingyang Zhu, Zhongbo Zhu","Large Language Models (LLMs) today are powerful problem solvers across many domains, and they continue to get stronger as they scale in model size, training set size, and training set quality, as shown by extensive research and experimentation across the industry. Training a frontier model today requires on the order of tens to hundreds of yottaflops, which is a massive investment of time, compute, and energy. Improving pretraining efficiency is therefore essential to enable the next generation of even more capable LLMs. While 8-bit floating point (FP8) training is now widely adopted, transitioning to even narrower precision, such as 4-bit floating point (FP4), could unlock additional improvements in computational speed and resource utilization. However, quantization at this level poses challenges to training stability, convergence, and implementation, notably for large-scale models trained on long token horizons.   In this study, we introduce a novel approach for stable and accurate training of large language models (LLMs) using the NVFP4 format. Our method integrates Random Hadamard transforms (RHT) to bound block-level outliers, employs a two-dimensional quantization scheme for consistent representations across both the forward and backward passes, utilizes stochastic rounding for unbiased gradient estimation, and incorporates selective high-precision layers. We validate our approach by training a 12-billion-parameter model on 10 trillion tokens -- the longest publicly documented training run in 4-bit precision to date. Our results show that the model trained with our NVFP4-based pretraining technique achieves training loss and downstream task accuracies comparable to an FP8 baseline. These findings highlight that NVFP4, when combined with our training approach, represents a major step forward in narrow-precision LLM training algorithms.",2025-09-29,http://arxiv.org/pdf/2509.25149v1
Momentum-resolved two-dimensional spectroscopy as a probe of nonlinear quantum field dynamics,"Duilio De Santis, Alex Gómez Salvador, Nataliia Bazhan, Sebastian Erne, Maximilian Prüfer, Claudio Guarcello, Davide Valenti, Jörg Schmiedmayer, Eugene Demler","Emergent collective excitations constitute a hallmark of interacting quantum many-body systems, yet in solid-state platforms their study has been largely limited by the constraints of linear-response probes and by finite momentum resolution. We propose to overcome these limitations by combining the spatial resolution of ultracold atomic systems with the nonlinear probing capabilities of two-dimensional spectroscopy (2DS). As a concrete illustration, we analyze momentum-resolved 2DS of the quantum sine-Gordon model describing the low energy dynamics of two weakly coupled one-dimensional Bose-Einstein condensates. This approach reveals distinctive many-body signatures, most notably asymmetric cross-peaks reflecting the interplay between isolated ($B_2$ breather) and continuum ($B_1$ pair) modes. The protocol further enables direct characterization of anharmonicity and disorder, establishing momentum-resolved 2DS as both a powerful diagnostic for quantum simulators and a versatile probe of correlated quantum matter.",2025-09-29,http://arxiv.org/pdf/2509.25147v1
BALF: Budgeted Activation-Aware Low-Rank Factorization for Fine-Tuning-Free Model Compression,David González Martínez,"Neural network compression techniques typically require expensive fine-tuning or search procedures, rendering them impractical on commodity hardware. Inspired by recent LLM compression research, we present a general activation-aware factorization framework that can be applied to a broad range of layers. Moreover, we introduce a scalable budgeted rank allocator that allows flexible control over compression targets (e.g., retaining 50% of parameters) with no overhead. Together, these components form BALF, an efficient pipeline for compressing models without fine-tuning. We demonstrate its effectiveness across multiple scales and architectures, from ResNet-20 on CIFAR-10 to ResNeXt-101 and vision transformers on ImageNet, and show that it achieves excellent results in the fine-tuning-free regime. For instance, BALF reduces FLOPs on ResNeXt-101 by 45% with only a 1-percentage-point top-1 accuracy drop.",2025-09-29,http://arxiv.org/pdf/2509.25136v1
LayerD: Decomposing Raster Graphic Designs into Layers,"Tomoyuki Suzuki, Kang-Jun Liu, Naoto Inoue, Kota Yamaguchi","Designers craft and edit graphic designs in a layer representation, but layer-based editing becomes impossible once composited into a raster image. In this work, we propose LayerD, a method to decompose raster graphic designs into layers for re-editable creative workflow. LayerD addresses the decomposition task by iteratively extracting unoccluded foreground layers. We propose a simple yet effective refinement approach taking advantage of the assumption that layers often exhibit uniform appearance in graphic designs. As decomposition is ill-posed and the ground-truth layer structure may not be reliable, we develop a quality metric that addresses the difficulty. In experiments, we show that LayerD successfully achieves high-quality decomposition and outperforms baselines. We also demonstrate the use of LayerD with state-of-the-art image generators and layer-based editing.",2025-09-29,http://arxiv.org/pdf/2509.25134v1
From $f(x)$ and $g(x)$ to $f(g(x))$: LLMs Learn New Skills in RL by Composing Old Ones,"Lifan Yuan, Weize Chen, Yuchen Zhang, Ganqu Cui, Hanbin Wang, Ziming You, Ning Ding, Zhiyuan Liu, Maosong Sun, Hao Peng","Does RL teach LLMs genuinely new skills, or does it merely activate existing ones? This question lies at the core of ongoing debates about the role of RL in LLM post-training. On one side, strong empirical results can be achieved with RL even without preceding supervised finetuning; on the other, critics argue that RL contributes little beyond reweighting existing reasoning strategies. This work provides concrete evidence that LLMs can acquire genuinely new skills during RL by composing existing ones, mirroring one of the central mechanisms by which humans acquire new cognitive skills. To mitigate data contamination and other confounding factors, and to allow precise control over task complexity, we develop a synthetic framework for our investigation. Specifically, we define a skill as the ability to infer the output of a string transformation function f(x) given x. When an LLM has already learned f and g prior to RL, our experiments reveal that RL enables it to learn unseen compositions of them h(x)=g(f(x)). Further, this compositional ability generalizes to more difficult problems such as compositions of >2 functions unseen during RL training. Surprisingly, our experiments show that compositional skill acquired on a source task transfers to a different target task. This transfer happens even without compositional training on the target, requiring only prior knowledge of the target's atomic skills. Our qualitative analysis shows that RL fundamentally changes the reasoning behaviors of the models. In contrast, next-token training with the same data yields none of these findings. Our systematic experiments provide fresh insights into LLM learning, suggesting the value of first building base models with basic skills, then using RL to incentivize advanced, generalizable skills for complex problems.",2025-09-29,http://arxiv.org/pdf/2509.25123v1
Accelerating Dynamic Image Graph Construction on FPGA for Vision GNNs,"Anvitha Ramachandran, Dhruv Parikh, Viktor Prasanna","Vision Graph Neural Networks (Vision GNNs, or ViGs) represent images as unstructured graphs, achieving state of the art performance in computer vision tasks such as image classification, object detection, and instance segmentation. Dynamic Image Graph Construction (DIGC) builds image graphs by connecting patches (nodes) based on feature similarity, and is dynamically repeated in each ViG layer following GNN based patch (node) feature updates. However, DIGC constitutes over 50% of end to end ViG inference latency, rising to 95% at high image resolutions, making it the dominant computational bottleneck. While hardware acceleration holds promise, prior works primarily optimize graph construction algorithmically, often compromising DIGC flexibility, accuracy, or generality. To address these limitations, we propose a streaming, deeply pipelined FPGA accelerator for DIGC, featuring on chip buffers that process input features in small, uniform blocks. Our design minimizes external memory traffic via localized computation and performs efficient parallel sorting with local merge sort and global k way merging directly on streaming input blocks via heap insertion. This modular architecture scales seamlessly across image resolutions, ViG layer types, and model sizes and variants, and supports DIGC across diverse ViG based vision backbones. The design achieves high clock frequencies post place and route due to the statically configured parallelism minimizing critical path delay and delivers up to 16.6x and 6.8x speedups over optimized CPU and GPU DIGC baselines.",2025-09-29,http://arxiv.org/pdf/2509.25121v1
Two-Dimensional XOR-Based Secret Sharing for Layered Multipath Communication,"Wai Ming Chan, Remi Chou, Taejoon Kim","This paper introduces the first two-dimensional XOR-based secret sharing scheme for layered multipath communication networks. We present a construction that guarantees successful message recovery and perfect privacy when an adversary observes and disrupts any single path at each transmission layer. The scheme achieves information-theoretic security using only bitwise XOR operations with linear $O(|S|)$ complexity, where $|S|$ is the message length. We provide mathematical proofs demonstrating that the scheme maintains unconditional security regardless of computational resources available to adversaries. Unlike encryption-based approaches vulnerable to quantum computing advances, our construction offers provable security suitable for resource-constrained military environments where computational assumptions may fail.",2025-09-29,http://arxiv.org/pdf/2509.25113v1
HeDA: An Intelligent Agent System for Heatwave Risk Discovery through Automated Knowledge Graph Construction and Multi-layer Risk Propagation Analysis,"Yiquan Wang, Tin-Yeh Huang, Qingyun Gao, Jialin Zhang","Heatwaves pose complex cascading risks across interconnected climate, social, and economic systems, but knowledge fragmentation in scientific literature hinders comprehensive understanding of these risk pathways. We introduce HeDA (Heatwave Discovery Agent), an intelligent multi-agent system designed for automated scientific discovery through knowledge graph construction and multi-layer risk propagation analysis. HeDA processes over 10,247 academic papers to construct a comprehensive knowledge graph with 23,156 nodes and 89,472 relationships, employing novel multi-layer risk propagation analysis to systematically identify overlooked risk transmission pathways. Our system achieves 78.9% accuracy on complex question-answering tasks, outperforming state-of-the-art baselines including GPT-4 by 13.7%. Critically, HeDA successfully discovered five previously unidentified high-impact risk chains, such as the pathway where a heatwave leads to a water demand surge, resulting in industrial water restrictions and ultimately causing small business disruption, which were validated through historical case studies and domain expert review. This work presents a new paradigm for AI-driven scientific discovery, providing actionable insights for developing more resilient climate adaptation strategies.",2025-09-29,http://arxiv.org/pdf/2509.25112v1
Unsourced Random Access,"Kirill Andreev, Pavel Rybin, Alexey Frolov","Current wireless networks are designed to optimize spectral efficiency for human users, who typically require sustained connections for high-data-rate applications like file transfers and video streaming. However, these networks are increasingly inadequate for the emerging era of machine-type communications (MTC). With a vast number of devices exhibiting sporadic traffic patterns consisting of short packets, the grant-based multiple access procedures utilized by existing networks lead to significant delays and inefficiencies. To address this issue the unsourced random access (URA) paradigm has been proposed. This paradigm assumes the devices to share a common encoder thus simplifying the reception process by eliminating the identification procedure. The URA paradigm not only addresses the computational challenges but it also considers the random access (RA) as a coding problem, i.e., takes into account both medium access protocols and physical layer effects. In this monograph we provide a comprehensive overview of the URA problem in noisy channels, with the main task being to explain the major ideas rather than to list all existing solutions.",2025-09-29,http://arxiv.org/pdf/2509.25074v1
